,Unnamed: 0,COD,DO,EC,NO3,N2,TSS,TEMP,PH
177,177,"((0, 1, 1), (2, 1, 1, 12), 96.31776830466085)","((1, 0, 2), (2, 2, 2, 12), 70.71494855438677)","((1, 1, 1), (2, 1, 0, 12), 354.65557134342833)","((1, 0, 1), (0, 1, 0, 12), 12.03077080791699)","((0, 1, 2), (2, 0, 1, 12), 65.55480997663388)","((2, 1, 1), (2, 1, 1, 12), 320.0826584028086)","((0, 0, 2), (2, 1, 1, 12), 100.25033500288251)","((0, 1, 0), (2, 1, 0, 12), 41.0813332595671)"
178,178,"((2, 2, 1), (0, 1, 2, 12), 96.35365339352914)","((2, 0, 1), (2, 1, 2, 12), 70.72419180854703)","((2, 2, 1), (1, 2, 0, 12), 354.92041974668956)","((2, 1, 0), (1, 1, 1, 12), 12.0815877209645)","((2, 1, 2), (0, 0, 2, 12), 65.56753474802102)","((2, 0, 2), (2, 1, 2, 12), 320.18558725910145)","((1, 1, 2), (1, 1, 2, 12), 100.3409907284477)","((0, 1, 2), (0, 0, 2, 12), 41.110537493615986)"
179,179,"((1, 0, 2), (2, 1, 1, 12), 96.36044083896154)","((1, 1, 2), (2, 1, 2, 12), 70.73372118500524)","((1, 1, 1), (2, 1, 1, 12), 355.1881162984503)","((0, 1, 1), (0, 1, 0, 12), 12.095015782151712)","((1, 2, 2), (0, 0, 2, 12), 65.69041388990331)","((2, 0, 1), (0, 1, 2, 12), 320.2562017464602)","((2, 0, 2), (2, 1, 2, 12), 100.48413709411396)","((1, 0, 2), (2, 0, 1, 12), 41.119889653348395)"
180,180,"((2, 2, 2), (0, 1, 2, 12), 96.42017828210535)","((2, 1, 2), (2, 1, 2, 12), 71.12202412686788)","((2, 0, 1), (2, 1, 0, 12), 355.63951423471224)","((0, 0, 1), (2, 1, 2, 12), 12.112052064012445)","((2, 1, 0), (1, 2, 2, 12), 65.75691029561253)","((0, 0, 1), (2, 1, 2, 12), 320.42277828447345)","((0, 0, 1), (2, 1, 0, 12), 100.48848473562198)","((1, 1, 2), (2, 0, 0, 12), 41.147874520596474)"
181,181,"((2, 1, 1), (1, 1, 2, 12), 96.50731905544167)","((0, 1, 2), (2, 1, 0, 12), 71.15962782572288)","((2, 1, 0), (0, 1, 2, 12), 356.00197622467755)","((0, 0, 1), (0, 2, 2, 12), 12.126438867233158)","((0, 1, 1), (1, 0, 1, 12), 65.94793734281195)","((2, 1, 0), (2, 1, 1, 12), 320.9497896021823)","((1, 0, 1), (2, 1, 2, 12), 100.5276972149611)","((2, 0, 1), (0, 0, 2, 12), 41.16191781576063)"
182,182,"((2, 0, 2), (2, 1, 1, 12), 96.97144553310315)","((2, 0, 2), (2, 2, 2, 12), 71.2454494733274)","((1, 1, 0), (1, 1, 2, 12), 356.114328287264)","((1, 1, 1), (2, 0, 2, 12), 12.137628296637217)","((1, 1, 1), (1, 0, 0, 12), 66.0322074309734)","((2, 0, 0), (2, 1, 1, 12), 321.31473582734156)","((0, 0, 0), (2, 1, 2, 12), 100.57643280961152)","((1, 0, 2), (0, 0, 2, 12), 41.21379344735724)"
183,183,"((1, 1, 2), (2, 1, 0, 12), 97.11875192455926)","((0, 1, 1), (2, 1, 1, 12), 71.2706890290987)","((2, 0, 1), (0, 1, 2, 12), 356.4635764864848)","((2, 0, 1), (0, 2, 1, 12), 12.142857142857142)","((0, 2, 2), (2, 0, 0, 12), 66.03600272669661)","((2, 0, 1), (2, 1, 0, 12), 321.59423631442706)","((1, 2, 1), (2, 1, 0, 12), 100.85582803235403)","((0, 1, 1), (1, 0, 2, 12), 41.3085207511729)"
184,184,"((2, 1, 2), (2, 1, 1, 12), 97.14272888304292)","((1, 0, 2), (2, 1, 2, 12), 71.29510052458704)","((1, 1, 0), (2, 1, 2, 12), 356.63393891894077)","((1, 0, 1), (0, 2, 2, 12), 12.194354555507378)","((0, 1, 2), (0, 0, 1, 12), 66.0363543575832)","((1, 0, 1), (1, 1, 2, 12), 321.6053812806404)","((2, 1, 2), (2, 1, 1, 12), 100.89585724366353)","((2, 0, 0), (1, 2, 2, 12), 41.423240229851146)"
185,185,"((1, 2, 1), (2, 1, 0, 12), 97.33591063038136)","((2, 2, 2), (0, 1, 2, 12), 71.36011832797874)","((2, 0, 1), (2, 1, 1, 12), 356.6995821606551)","((0, 0, 2), (2, 2, 0, 12), 12.233433038021378)","((1, 1, 2), (1, 0, 2, 12), 66.04309923543134)","((1, 2, 1), (2, 1, 2, 12), 322.1172360628371)","((1, 0, 0), (2, 1, 2, 12), 100.94312673200662)","((1, 1, 1), (2, 0, 0, 12), 41.459738489050096)"
186,186,"((0, 2, 0), (2, 2, 2, 12), 97.51595318138077)","((2, 1, 0), (2, 1, 2, 12), 71.51744965616936)","((2, 0, 0), (2, 1, 2, 12), 357.1530978806822)","((0, 1, 2), (2, 1, 0, 12), 12.271327167590156)","((2, 2, 1), (2, 2, 0, 12), 66.10973639809552)","((2, 1, 2), (2, 1, 1, 12), 322.1478510879254)","((1, 2, 1), (2, 1, 1, 12), 101.16089825808595)","((1, 1, 2), (2, 1, 2, 12), 41.5280507275016)"
187,187,"((1, 2, 2), (2, 1, 0, 12), 97.54112539264207)","((2, 2, 1), (1, 1, 2, 12), 71.60331538219404)","((1, 1, 2), (2, 1, 0, 12), 357.26892984911655)","((1, 1, 1), (0, 0, 1, 12), 12.291778653103778)","((0, 1, 0), (2, 2, 2, 12), 66.16364127181049)","((2, 1, 1), (2, 1, 2, 12), 322.1945146341428)","((0, 0, 0), (2, 1, 1, 12), 101.44264161479501)","((2, 0, 1), (2, 0, 1, 12), 41.58994652294256)"
188,188,"((0, 1, 2), (2, 1, 0, 12), 97.59568036690833)","((0, 0, 0), (2, 1, 2, 12), 71.71312659808719)","((1, 1, 2), (2, 1, 1, 12), 357.429748909009)","((2, 1, 1), (0, 1, 1, 12), 12.320266971084674)","((1, 1, 1), (0, 0, 1, 12), 66.18521259216237)","((1, 1, 1), (2, 1, 0, 12), 322.5379162149582)","((2, 1, 0), (1, 1, 2, 12), 101.46660138384746)","((1, 2, 2), (2, 1, 0, 12), 41.61417029530262)"
189,189,"((0, 0, 2), (2, 1, 1, 12), 97.61524760623492)","((1, 0, 2), (2, 1, 1, 12), 71.76706561634526)","((2, 1, 0), (1, 1, 2, 12), 357.8740031800128)","((0, 0, 2), (1, 0, 0, 12), 12.401997960712675)","((0, 0, 0), (0, 1, 1, 12), 66.22764554744238)","((2, 2, 2), (1, 2, 0, 12), 322.5665055251276)","((0, 2, 2), (2, 1, 2, 12), 101.48816015416034)","((0, 0, 2), (2, 2, 0, 12), 41.663117236098586)"
190,190,"((2, 0, 1), (2, 1, 2, 12), 97.89941792973123)","((0, 2, 2), (2, 1, 2, 12), 71.87896588998693)","((2, 2, 2), (1, 2, 0, 12), 357.93600888125275)","((1, 0, 1), (2, 1, 2, 12), 12.415989502980018)","((1, 0, 2), (2, 2, 2, 12), 66.24365079900112)","((1, 2, 2), (2, 1, 0, 12), 322.6749105170995)","((2, 1, 2), (2, 1, 0, 12), 101.52994102986395)","((1, 1, 1), (2, 2, 2, 12), 41.6700558709105)"
191,191,"((1, 1, 0), (2, 1, 0, 12), 98.48939874436317)","((2, 2, 0), (2, 2, 2, 12), 72.07595485576608)","((2, 1, 1), (1, 2, 0, 12), 358.4343009903955)","((1, 0, 1), (0, 0, 1, 12), 12.461553552154742)","((0, 2, 2), (1, 0, 2, 12), 66.27275748388638)","((0, 2, 1), (2, 1, 2, 12), 322.71749596848224)","((1, 1, 2), (2, 1, 2, 12), 101.60029945995596)","((0, 2, 2), (1, 1, 1, 12), 41.70465979908096)"
192,192,"((1, 1, 0), (0, 1, 2, 12), 98.51103044060143)","((2, 0, 2), (2, 1, 2, 12), 72.48654464617128)","((2, 0, 1), (1, 1, 2, 12), 358.6928618080427)","((0, 1, 2), (1, 1, 1, 12), 12.49542006660921)","((1, 0, 2), (2, 0, 2, 12), 66.27281265624421)","((2, 1, 0), (2, 1, 2, 12), 322.90598657750746)","((2, 2, 1), (1, 1, 2, 12), 101.73157495777617)","((0, 1, 1), (0, 1, 1, 12), 41.73630697005815)"
193,193,"((1, 2, 1), (1, 1, 2, 12), 98.59016221166462)","((1, 1, 1), (2, 1, 1, 12), 72.50656397969814)","((1, 0, 1), (0, 1, 2, 12), 359.1184958210995)","((2, 0, 0), (2, 0, 2, 12), 12.558690574927603)","((2, 0, 2), (1, 0, 2, 12), 66.29476505369763)","((2, 0, 1), (1, 1, 2, 12), 323.28050536539973)","((0, 1, 1), (2, 1, 1, 12), 101.74819464241415)","((0, 1, 2), (2, 0, 0, 12), 41.74557782687301)"
194,194,"((2, 2, 1), (1, 1, 2, 12), 98.81544698643832)","((0, 1, 2), (2, 0, 2, 12), 72.72868145073457)","((2, 2, 0), (0, 1, 2, 12), 359.1869602129206)","((2, 0, 1), (2, 0, 1, 12), 12.582053317767146)","((2, 0, 1), (2, 0, 2, 12), 66.32897443787931)","((1, 0, 1), (2, 1, 2, 12), 323.3438892843285)","((0, 1, 2), (2, 1, 0, 12), 101.77427023121271)","((1, 2, 2), (2, 0, 2, 12), 41.764835731077746)"
195,195,"((1, 1, 0), (2, 1, 2, 12), 98.83250282290679)","((0, 1, 0), (0, 1, 2, 12), 72.74456763676726)","((2, 1, 0), (1, 2, 0, 12), 359.2142717259584)","((2, 2, 2), (0, 1, 1, 12), 12.594552021386978)","((1, 1, 2), (2, 1, 1, 12), 66.33141900564982)","((2, 0, 0), (2, 1, 2, 12), 323.5985867893029)","((2, 1, 1), (2, 1, 2, 12), 101.77516451467051)","((2, 1, 2), (2, 0, 0, 12), 41.772386736752026)"
196,196,"((2, 2, 2), (2, 1, 2, 12), 99.01056437702759)","((1, 2, 1), (2, 1, 0, 12), 72.87960911525255)","((0, 2, 1), (0, 1, 2, 12), 359.39871602831147)","((1, 1, 1), (2, 1, 0, 12), 12.648117034841357)","((0, 1, 2), (2, 0, 2, 12), 66.42305343128574)","((2, 0, 1), (2, 1, 1, 12), 324.31222575788075)","((2, 1, 1), (1, 1, 2, 12), 101.79541594299953)","((0, 1, 1), (2, 0, 1, 12), 41.807041465424)"
197,197,"((0, 1, 2), (2, 1, 1, 12), 99.09529807293134)","((1, 1, 0), (2, 1, 2, 12), 73.18600171580911)","((2, 0, 1), (2, 1, 2, 12), 360.10536831318893)","((1, 0, 2), (0, 1, 0, 12), 12.677519668936725)","((1, 1, 1), (2, 0, 2, 12), 66.50831372282808)","((1, 1, 2), (2, 1, 0, 12), 324.6592237419307)","((1, 2, 2), (2, 2, 2, 12), 101.99803143450004)","((0, 2, 2), (2, 1, 0, 12), 41.80754140249794)"
198,198,"((2, 1, 2), (1, 1, 2, 12), 99.2056384144025)","((0, 2, 1), (0, 1, 2, 12), 73.33980330890246)","((1, 0, 2), (2, 1, 1, 12), 360.4143867557085)","((2, 0, 2), (0, 1, 0, 12), 12.70894433471971)","((0, 0, 2), (2, 1, 2, 12), 66.53036210552591)","((2, 0, 2), (2, 1, 0, 12), 324.8347378447198)","((0, 2, 2), (2, 1, 0, 12), 102.08164372058107)","((1, 0, 2), (2, 2, 2, 12), 41.90838577891985)"
199,199,"((2, 0, 2), (2, 1, 2, 12), 99.41116218397015)","((2, 2, 2), (1, 1, 2, 12), 73.48433319994916)","((1, 0, 1), (1, 1, 2, 12), 360.44547869512587)","((1, 0, 2), (1, 0, 2, 12), 12.7517602961878)","((1, 0, 2), (1, 1, 2, 12), 66.54955617113754)","((1, 1, 1), (2, 1, 1, 12), 325.12175891595894)","((2, 0, 1), (2, 1, 2, 12), 102.08197234520591)","((2, 1, 2), (2, 2, 0, 12), 41.92816024153659)"
200,200,"((1, 1, 2), (2, 1, 1, 12), 99.44248631158668)","((1, 1, 2), (2, 1, 1, 12), 73.55030847833297)","((2, 2, 0), (1, 1, 2, 12), 360.77335405083295)","((2, 0, 0), (2, 1, 1, 12), 12.878676034039287)","((0, 1, 2), (1, 0, 0, 12), 66.5652885803126)","((1, 0, 0), (2, 1, 0, 12), 325.1275901971793)","((1, 1, 2), (2, 1, 1, 12), 102.11688271107676)","((2, 0, 2), (2, 1, 2, 12), 41.98400856271247)"
201,201,"((2, 2, 1), (2, 1, 1, 12), 99.44367946657248)","((2, 1, 2), (2, 2, 2, 12), 73.59234687567786)","((1, 0, 2), (2, 1, 0, 12), 361.0808585476631)","((0, 1, 2), (1, 1, 2, 12), 12.996475387015948)","((1, 2, 1), (1, 2, 2, 12), 66.70080807479333)","((1, 2, 2), (2, 1, 1, 12), 325.1606968441354)","((1, 2, 2), (2, 1, 0, 12), 102.21545327430864)","((1, 2, 1), (0, 1, 2, 12), 42.033987019265396)"
202,202,"((0, 2, 0), (2, 2, 0, 12), 99.47577139382659)","((0, 2, 1), (1, 1, 2, 12), 74.17859683485403)","((2, 1, 2), (1, 2, 0, 12), 361.28929469304285)","((0, 1, 2), (2, 0, 1, 12), 13.050183662677743)","((2, 0, 2), (2, 1, 1, 12), 66.78173953103062)","((0, 0, 0), (0, 1, 2, 12), 325.61260982155613)","((1, 1, 2), (2, 1, 0, 12), 102.24393417674933)","((1, 1, 0), (1, 1, 2, 12), 42.03440238826995)"
203,203,"((2, 2, 2), (1, 1, 2, 12), 99.64350372150679)","((0, 1, 2), (2, 1, 1, 12), 74.20442793472117)","((0, 2, 1), (1, 1, 2, 12), 361.31651051771115)","((2, 0, 0), (1, 0, 0, 12), 13.082715855658357)","((2, 1, 1), (2, 0, 1, 12), 66.92823215457953)","((1, 0, 0), (0, 1, 2, 12), 326.49142083874773)","((2, 2, 2), (2, 1, 0, 12), 102.45910933933068)","((2, 1, 2), (2, 1, 1, 12), 42.052958063232445)"
204,204,"((2, 1, 0), (0, 1, 2, 12), 99.71712805411072)","((2, 1, 2), (0, 0, 2, 12), 74.47353862359816)","((0, 0, 1), (0, 1, 2, 12), 361.63634963877604)","((1, 1, 2), (2, 1, 0, 12), 13.083189886946213)","((2, 1, 1), (1, 0, 2, 12), 66.97119081815451)","((2, 0, 1), (2, 1, 2, 12), 326.7531763731439)","((0, 0, 1), (2, 1, 1, 12), 102.46477854127873)","((2, 0, 1), (1, 0, 2, 12), 42.10733033544925)"
205,205,"((2, 2, 2), (2, 1, 0, 12), 99.76515512552807)","((1, 2, 1), (2, 1, 1, 12), 74.55893759230109)","((1, 2, 1), (1, 2, 0, 12), 362.8188837396493)","((2, 1, 0), (1, 0, 1, 12), 13.106197480455492)","((2, 1, 2), (2, 0, 0, 12), 67.03011108799029)","((2, 1, 0), (0, 1, 2, 12), 326.779132958234)","((1, 1, 0), (2, 1, 2, 12), 102.75052265505832)","((0, 2, 2), (2, 2, 0, 12), 42.111699206173526)"
206,206,"((2, 2, 1), (2, 1, 2, 12), 99.96524427300028)","((2, 2, 1), (2, 1, 0, 12), 74.62526846167597)","((2, 0, 0), (0, 1, 2, 12), 362.9503255043564)","((1, 1, 2), (0, 1, 2, 12), 13.11518113721295)","((2, 0, 2), (1, 0, 0, 12), 67.11369959283022)","((1, 0, 1), (2, 1, 0, 12), 326.8759274755071)","((2, 2, 2), (2, 1, 1, 12), 102.85155071582916)","((1, 2, 2), (0, 1, 1, 12), 42.13600742845634)"
207,207,"((1, 2, 1), (2, 1, 1, 12), 100.20787894534061)","((1, 2, 2), (2, 1, 0, 12), 74.72164471638693)","((2, 2, 0), (1, 2, 0, 12), 363.075326695816)","((2, 1, 0), (1, 0, 0, 12), 13.155282192058841)","((0, 2, 1), (2, 2, 0, 12), 67.27452080612838)","((1, 0, 0), (2, 1, 1, 12), 327.3260304205086)","((2, 1, 2), (2, 1, 2, 12), 103.05861030923538)","((1, 1, 0), (2, 1, 2, 12), 42.153334671304464)"
208,208,"((2, 1, 2), (2, 1, 2, 12), 100.30305599552649)","((0, 2, 2), (2, 1, 0, 12), 74.893748359236)","((1, 0, 1), (2, 1, 2, 12), 363.92654941092445)","((1, 1, 1), (2, 0, 1, 12), 13.221144604062296)","((2, 0, 2), (0, 0, 1, 12), 67.28024366769421)","((1, 1, 2), (2, 1, 1, 12), 327.500592157338)","((2, 2, 2), (1, 1, 2, 12), 103.24051614660935)","((0, 2, 2), (2, 2, 2, 12), 42.36283242728847)"
209,209,"((1, 2, 1), (2, 1, 2, 12), 100.40813114477695)","((0, 1, 1), (0, 0, 2, 12), 74.91616348451407)","((2, 0, 0), (1, 2, 0, 12), 363.98169300204995)","((1, 1, 2), (2, 0, 0, 12), 13.235616084470262)","((2, 2, 0), (2, 2, 0, 12), 67.35891846091226)","((0, 0, 0), (1, 1, 2, 12), 327.65271325552084)","((1, 2, 2), (2, 1, 1, 12), 103.32878987467139)","((1, 0, 0), (0, 1, 1, 12), 42.38169669434565)"
210,210,"((1, 1, 0), (2, 1, 1, 12), 100.60392469401965)","((1, 1, 0), (0, 0, 2, 12), 74.98917057783416)","((0, 0, 1), (1, 1, 2, 12), 364.3443381872816)","((1, 0, 0), (0, 2, 2, 12), 13.236107491124995)","((2, 0, 0), (2, 1, 2, 12), 67.3893598284903)","((0, 0, 0), (2, 1, 2, 12), 327.6742798416677)","((2, 1, 2), (1, 1, 2, 12), 103.33754771981243)","((2, 2, 0), (0, 2, 2, 12), 42.43832071687091)"
211,211,"((1, 2, 2), (2, 1, 1, 12), 100.9930229340723)","((0, 2, 0), (2, 2, 2, 12), 75.13628870189646)","((0, 2, 1), (2, 1, 2, 12), 364.36630701918966)","((2, 1, 0), (2, 0, 1, 12), 13.243478758414586)","((2, 0, 1), (1, 1, 2, 12), 67.42171547065468)","((2, 0, 2), (2, 1, 1, 12), 327.7082203739337)","((0, 1, 2), (2, 1, 1, 12), 103.44370105832559)","((2, 2, 2), (1, 2, 2, 12), 42.4416210292931)"
212,212,"((1, 1, 0), (1, 1, 2, 12), 101.20642652304946)","((0, 1, 0), (1, 1, 2, 12), 75.14559032891353)","((2, 0, 0), (1, 1, 2, 12), 364.98699163117254)","((0, 1, 2), (2, 0, 2, 12), 13.252841275826455)","((2, 0, 1), (2, 1, 1, 12), 67.43265839535974)","((2, 2, 1), (1, 2, 0, 12), 327.7941808422128)","((0, 2, 1), (2, 1, 2, 12), 103.53479673669607)","((2, 1, 2), (0, 1, 1, 12), 42.52056975854771)"
213,213,"((0, 2, 2), (2, 1, 0, 12), 101.91780427308025)","((2, 2, 2), (2, 2, 2, 12), 75.31861554839105)","((0, 1, 2), (2, 1, 0, 12), 365.379487692831)","((0, 1, 2), (0, 0, 1, 12), 13.437886710896645)","((1, 0, 1), (2, 1, 2, 12), 67.43310491827438)","((1, 2, 1), (2, 1, 0, 12), 327.9132244944262)","((2, 2, 0), (2, 1, 1, 12), 103.82733656584897)","((2, 2, 1), (1, 1, 2, 12), 42.67425828388024)"
214,214,"((2, 1, 0), (1, 1, 2, 12), 102.0507335304937)","((1, 2, 1), (2, 1, 2, 12), 75.51592474723861)","((1, 2, 2), (1, 2, 0, 12), 365.5186077249925)","((2, 0, 1), (2, 1, 0, 12), 13.48901666071021)","((1, 2, 2), (1, 1, 2, 12), 67.50686053205328)","((2, 1, 2), (1, 2, 0, 12), 328.2853589054482)","((1, 2, 2), (2, 1, 2, 12), 103.86314470685764)","((1, 0, 2), (1, 0, 2, 12), 42.72313623370412)"
215,215,"((2, 2, 2), (2, 1, 1, 12), 102.3915703330902)","((0, 1, 2), (1, 0, 2, 12), 75.5659652028843)","((0, 1, 2), (2, 1, 1, 12), 366.27652618843194)","((2, 1, 1), (2, 0, 2, 12), 13.520851891789608)","((1, 1, 0), (2, 2, 2, 12), 67.53602157597328)","((0, 2, 2), (2, 1, 0, 12), 328.4450576099086)","((2, 2, 1), (2, 1, 2, 12), 104.16479497969048)","((2, 1, 2), (2, 0, 2, 12), 42.73554267554306)"
216,216,"((0, 2, 0), (1, 2, 2, 12), 102.63706199413802)","((2, 2, 2), (2, 1, 0, 12), 75.60999149037355)","((2, 0, 1), (1, 2, 0, 12), 366.4992951634078)","((2, 1, 2), (0, 1, 2, 12), 13.56251940466402)","((2, 1, 1), (2, 1, 2, 12), 67.53990294301133)","((2, 1, 0), (1, 1, 2, 12), 328.506043432947)","((1, 2, 1), (2, 1, 2, 12), 104.48450004176861)","((1, 1, 1), (1, 0, 2, 12), 42.74878326232059)"
217,217,"((0, 2, 2), (2, 1, 1, 12), 104.9042619105602)","((1, 1, 2), (2, 0, 2, 12), 75.72445384626099)","((0, 0, 1), (2, 1, 2, 12), 366.768578575468)","((0, 0, 0), (2, 2, 0, 12), 13.571866523669973)","((2, 0, 1), (1, 0, 1, 12), 67.5579466031384)","((1, 0, 0), (1, 1, 2, 12), 328.5486686056555)","((2, 2, 0), (2, 1, 0, 12), 106.05336455300603)","((2, 1, 2), (1, 1, 2, 12), 42.77718500028036)"
218,218,"((0, 2, 1), (0, 1, 2, 12), 105.08028073970421)","((1, 1, 2), (0, 0, 2, 12), 75.80204210927499)","((0, 1, 1), (2, 1, 0, 12), 366.9931786307976)","((1, 1, 1), (0, 1, 0, 12), 13.79772515145578)","((2, 0, 2), (2, 0, 1, 12), 67.57675332183427)","((2, 0, 0), (0, 1, 2, 12), 328.6783807947866)","((2, 2, 0), (2, 1, 2, 12), 107.07332346409926)","((0, 2, 1), (0, 2, 2, 12), 42.84930176895494)"
219,219,"((0, 1, 0), (0, 1, 2, 12), 106.53542876982135)","((0, 2, 1), (2, 1, 2, 12), 75.80418043859991)","((1, 1, 0), (1, 2, 0, 12), 367.0945693773788)","((1, 0, 2), (2, 0, 2, 12), 13.857030303767603)","((0, 0, 1), (0, 1, 1, 12), 67.60963109010592)","((1, 0, 0), (2, 1, 2, 12), 328.98273520309465)","((2, 2, 2), (2, 1, 2, 12), 107.53379756795371)","((0, 1, 1), (2, 0, 2, 12), 42.88628325282388)"
220,220,"((0, 2, 1), (1, 1, 2, 12), 107.65146314380404)","((2, 1, 2), (2, 0, 0, 12), 75.82972584619466)","((2, 0, 2), (1, 2, 0, 12), 367.76377383128323)","((2, 1, 1), (2, 0, 0, 12), 13.931953139858342)","((1, 1, 2), (2, 0, 1, 12), 67.618289041203)","((1, 0, 1), (2, 1, 1, 12), 329.3219830948299)","((0, 2, 1), (0, 1, 2, 12), 107.90491114274376)","((1, 0, 1), (1, 1, 0, 12), 43.073905301150276)"
221,221,"((2, 1, 0), (1, 2, 0, 12), 108.5667050254971)","((2, 1, 2), (1, 0, 2, 12), 75.98638426263315)","((0, 1, 1), (2, 1, 1, 12), 368.1786958867313)","((2, 2, 2), (2, 0, 2, 12), 13.997027217765993)","((0, 2, 2), (2, 1, 0, 12), 67.61939745865429)","((1, 0, 2), (2, 1, 0, 12), 329.7182110035629)","((2, 2, 2), (2, 2, 2, 12), 108.20073950908657)","((1, 2, 2), (2, 2, 0, 12), 43.094295759190516)"
222,222,"((0, 1, 0), (2, 1, 0, 12), 108.86045957354527)","((1, 2, 2), (2, 1, 2, 12), 76.04223524069664)","((1, 0, 1), (2, 1, 0, 12), 368.4122686390323)","((0, 2, 2), (0, 1, 2, 12), 14.06096159967405)","((1, 0, 0), (0, 1, 1, 12), 67.76519965537773)","((2, 1, 1), (1, 2, 0, 12), 330.2239625269759)","((0, 2, 1), (1, 1, 2, 12), 108.312386608725)","((0, 1, 2), (1, 0, 2, 12), 43.10736521896803)"
223,223,"((0, 1, 0), (1, 1, 2, 12), 108.9965526747997)","((1, 0, 2), (2, 0, 2, 12), 76.15113570231675)","((0, 2, 2), (2, 1, 0, 12), 368.5550284932077)","((1, 1, 2), (0, 0, 2, 12), 14.07775951949733)","((1, 0, 2), (1, 0, 1, 12), 67.78260828492297)","((0, 1, 1), (2, 1, 0, 12), 330.26863522626974)","((0, 2, 2), (2, 1, 1, 12), 108.33629573924829)","((0, 1, 0), (0, 1, 2, 12), 43.309450131840364)"
224,224,"((2, 0, 0), (1, 2, 0, 12), 109.06796496264307)","((0, 1, 0), (2, 1, 2, 12), 76.30214947340954)","((0, 0, 0), (0, 1, 2, 12), 368.9840204447235)","((2, 1, 1), (1, 1, 1, 12), 14.109412906824371)","((2, 1, 0), (2, 1, 0, 12), 67.79223759077658)","((0, 1, 2), (2, 1, 0, 12), 330.31548348158077)","((2, 2, 0), (0, 1, 2, 12), 109.383614564017)","((1, 0, 1), (1, 1, 1, 12), 43.32028503218321)"
225,225,"((0, 1, 0), (2, 1, 2, 12), 110.43260438467479)","((2, 2, 1), (2, 1, 1, 12), 76.35772596101675)","((1, 1, 1), (1, 2, 0, 12), 369.4157354503742)","((0, 0, 0), (2, 2, 2, 12), 14.164259173283499)","((0, 2, 2), (2, 1, 2, 12), 67.80607972528668)","((2, 2, 0), (2, 1, 0, 12), 330.3270543073269)","((0, 1, 0), (1, 1, 2, 12), 109.70760400501597)","((2, 0, 1), (2, 2, 2, 12), 43.367703486107175)"
226,226,"((0, 1, 1), (1, 0, 2, 12), 110.86962479919933)","((1, 1, 0), (2, 0, 0, 12), 76.38586281228223)","((1, 2, 0), (0, 1, 2, 12), 369.6635182441339)","((0, 0, 2), (1, 2, 2, 12), 14.226645922903487)","((1, 0, 2), (2, 1, 1, 12), 67.87110728198596)","((1, 1, 0), (2, 1, 0, 12), 330.45859429495084)","((0, 1, 0), (0, 1, 2, 12), 110.36594428331294)","((1, 0, 1), (0, 1, 1, 12), 43.39927153549626)"
227,227,"((0, 1, 0), (2, 1, 1, 12), 110.90900775231594)","((0, 1, 1), (2, 0, 2, 12), 76.48994668249087)","((1, 2, 0), (2, 1, 0, 12), 369.96154571227885)","((2, 1, 0), (0, 1, 1, 12), 14.298709689102646)","((2, 0, 2), (1, 1, 2, 12), 68.06167592770821)","((2, 0, 0), (1, 1, 2, 12), 330.5324425649325)","((0, 2, 1), (2, 1, 1, 12), 110.44194014640948)","((1, 2, 1), (2, 1, 0, 12), 43.504771134787546)"
228,228,"((1, 0, 1), (1, 2, 0, 12), 111.11153051046183)","((0, 1, 0), (2, 1, 0, 12), 76.63514286069464)","((1, 0, 1), (2, 1, 1, 12), 370.19993427734636)","((2, 0, 1), (0, 1, 0, 12), 14.331956148320172)","((0, 2, 2), (0, 0, 1, 12), 68.09953489390476)","((1, 2, 1), (2, 1, 1, 12), 330.7005555456944)","((0, 1, 0), (2, 1, 1, 12), 111.1766053130189)","((0, 1, 0), (2, 1, 1, 12), 43.51715949311053)"
229,229,"((2, 1, 1), (1, 2, 0, 12), 111.17106254814524)","((1, 1, 1), (0, 0, 2, 12), 76.63819188318608)","((1, 0, 0), (2, 1, 0, 12), 370.40872473015)","((0, 1, 2), (0, 1, 0, 12), 14.403113974585803)","((0, 1, 2), (1, 0, 1, 12), 68.14741138543201)","((1, 1, 0), (0, 1, 2, 12), 330.7034425038879)","((2, 1, 0), (1, 2, 0, 12), 111.4592797937584)","((1, 1, 0), (2, 2, 2, 12), 43.6398090413533)"
230,230,"((1, 0, 0), (1, 2, 0, 12), 111.22362179100395)","((0, 1, 0), (2, 1, 1, 12), 76.82089086898523)","((1, 0, 0), (0, 1, 2, 12), 370.55063373738574)","((0, 1, 2), (2, 1, 1, 12), 14.4885569710668)","((1, 2, 2), (2, 1, 0, 12), 68.19205341675764)","((0, 2, 2), (2, 1, 1, 12), 330.86050749649195)","((0, 1, 0), (2, 1, 0, 12), 111.58940362673064)","((2, 2, 2), (1, 1, 2, 12), 43.676600677700975)"
231,231,"((2, 0, 1), (1, 2, 0, 12), 111.44509366203903)","((0, 2, 2), (2, 1, 1, 12), 76.87305878064062)","((0, 2, 2), (2, 1, 1, 12), 371.2454292646047)","((2, 1, 1), (1, 1, 2, 12), 14.49363205697317)","((0, 0, 0), (1, 1, 1, 12), 68.2058322115941)","((0, 1, 0), (0, 1, 2, 12), 331.60507493240135)","((2, 2, 0), (1, 1, 2, 12), 111.80649875101182)","((2, 0, 1), (2, 0, 2, 12), 43.72172363733878)"
